src,invoice_number,invoice_date,due_date,seller_name,client_name,total,tax,n_items,amt
batch1_3,95710850,10/30/2015,,Mckenzie PLC,"Salazar, Dunlap and Graham",41.80,3.80,1,41.8
batch1_3,64248693,01/26/2018,,"Morgan, Rogers and Brown","Cook, Anderson and Bowen",7598.61,690.78,5,7598.61
batch1_3,77205533,11/29/2011,,Massey-Guzman,"Murphy, Fleming and Bentley",340.99,31.00,3,340.99
batch1_3,72744145,03/29/2016,,"Elliott, Simon and Taylor","Hopkins, Graves and Baker",3085.50,280.50,1,3085.5
batch1_3,67528272,01/15/2020,,Reyes Group,Adams Inc,437.70,39.79,6,437.7
batch1_3,33292422,11/13/2014,,"Aguirre, Oliver and Gaines",Peterson-Bell,330.00,30.00,1,330.0
batch1_3,96900726,05/11/2014,,"Williams, Smith and Welch",Nielsen-Phillips,98.96,9.00,2,98.96
batch1_3,16692901,04/03/2018,,Jackson-Oliver,Tucker-Diaz,79.13,7.19,1,79.13
batch1_3,20653012,08/03/2013,,Smith and Sons,Coleman Inc,640.15,58.20,4,640.15
batch1_3,28036023,06/12/2020,,Barton-Waters,Torres-Johnson,165.00,15.00,1,165.0
batch1_3,74336205,10/17/2016,,Smith and Sons,Chen-Garcia,"7 973,98",724.91,4,797398.0
batch1_3,16131761,12/04/2015,,"Figueroa, Richard and Hunter",Watts-Glover,398.16,36.20,2,398.16
batch1_3,93062905,08/16/2014,,"Gaines, Wilson and Garner",Anderson Group,1800.81,163.71,7,1800.81
batch1_3,48902311,03/31/2016,,Hill Group,Calhoun PLC,645.56,58.69,7,645.56
batch1_3,33658471,12/24/2016,,Rodriguez-Smith,Roy LLC,272.47,24.77,5,272.47
batch1_3,83186249,03/06/2014,,Jacobs-Curtis,Moody LLC,"9 103,46","827,59",7,910346.0
batch1_3,29653721,10/07/2017,,Barker LLC,Reyes LLC,767.32,69.76,7,767.32
batch1_3,87280945,03/05/2012,,Burton Inc,"Daniels, Garcia and Larson",1095.56,99.60,2,1095.56
batch1_3,39760888,07/20/2017,,Williamson-Rogers,Yates and Sons,569.69,51.79,3,569.69
batch1_3,79111644,04/19/2020,,"Jones, Kelly and Yang","Phillips, May and Evans",582.70,52.97,6,582.7
batch1_3,56282973,06/30/2015,,"Davis, Orozco and Walsh","Boyer, Trevino and Hines","46 273,39","4 206,67",6,4627339.0
batch1_3,45425546,07/13/2017,,"Marshall, Nelson and Hudson","Walker, Foster and Brandt","6 232,82","566,62",6,623282.0
batch1_3,91966464,08/24/2020,,Taylor and Sons,Hays and Sons,1394.75,126.80,3,1394.75
batch1_3,53986545,08/04/2014,,Robinson-Green,"Reid, Dixon and Larson",720.43,65.49,4,720.43
batch1_3,86976994,08/02/2020,,Williams Inc,"Gonzalez, Taylor and Gonzales",852.50,77.50,1,852.5
batch1_3,76330023,05/04/2018,,Baker-Jackson,Obrien Ltd,2810.26,255.48,4,2810.26
batch1_3,65095335,02/15/2017,,Payne-Davis,Flores LLC,46 910.41,4 264.58,4,46910.41
batch1_3,43883632,06/20/2020,,"Walker, Serrano and Garcia","Wu, Chung and White",330.00,30.00,1,330.0
batch1_3,29593215,11/20/2017,,Hooper Group,"Washington, Robertson and Howard",462.97,42.09,6,462.97
batch1_3,13337063,01/15/2014,,Martin and Sons,"Cooper, Carr and Graham","73 920,00","6 720,00",2,7392000.0
batch1_3,92802196,04/09/2017,,Cruz-Rice,Phillips Group,686.75,62.43,2,686.75
batch1_3,61264237,10/25/2020,,"Larson, Jones and Liu",Cisneros Group,288.15,26.20,3,288.15
batch1_3,47703225,06/18/2018,,Lee and Sons,Green Ltd,56338.59,5121.69,5,56338.59
batch1_3,43417184,01/15/2017,,"Johnson, Frye and Jones",Garner-Robinson,339.79,30.89,3,339.79
batch1_3,14778207,01/06/2017,,Allen Inc,"Caldwell, Ortega and Adams","12 267,20","1 115,20",1,1226720.0
batch1_3,36529974,07/22/2017,,Harrell LLC,"Morris, Trujillo and Rhodes",2566.09,233.28,5,2566.09
batch1_3,81296657,09/14/2018,,Schmidt-Fitzgerald,Gordon-James,"1 165,90","105,99",2,116590.0
batch1_3,25698672,08/01/2015,,"Gordon, Alvarado and Jones",Manning-Ho,127.00,11.55,3,127.0
batch1_3,10817861,06/09/2020,,Hughes-Jones,"Shaw, Williams and Johnston","11 880,00","1 080,00",1,1188000.0
batch1_3,59932057,01/17/2021,,Navarro-Jensen,Jones Inc,"19 932,00","1 812,00",3,1993200.0
batch1_3,59336079,01/09/2012,,"Perry, Brown and Hudson",Rogers-Brown,1.99,0.20,1,1.99
batch1_3,35893514,12/23/2019,,Oliver LLC,Merritt and Sons,70.14,6.38,1,70.14
batch1_3,59326638,05/27/2013,,Ashley-Shaw,"Huber, Walker and Mullins",158.38,14.40,5,158.38
batch1_3,76954213,08/11/2012,,"Martin, Mclaughlin and Stevens",Jennings Inc,403.84,36.71,5,403.84
batch1_3,78962884,01/03/2019,,Thomas PLC,Anderson-Rodriguez,409.05,37.19,5,409.05
batch1_3,16925671,07/14/2012,,Patterson-Carrillo,"Robertson, Morton and Levine",188.89,17.17,5,188.89
batch1_3,28935386,02/25/2017,,Bishop Group,"Mayer, Richardson and Gamble",3157.01,287.00,4,3157.01
batch1_3,74724200,02/15/2016,,"Perez, King and Baker","Hawkins, Bell and Calhoun",242.70,22.06,5,242.7
batch1_3,10596025,12/31/2020,,"Hobbs, Bennett and Juarez","Mendez, Carrillo and Bush",2601.39,236.49,3,2601.39
batch1_3,86602235,04/03/2021,,Yoder Inc,Barnes-Morton,"3 729,94","339,09",7,372994.0
batch1_3,66700610,06/19/2013,,Collins-Cooley,Grant PLC,1451.91,131.99,3,1451.91
batch1_3,71349588,01/12/2014,,Becker-Miller,Patterson-Rhodes,412.70,37.52,4,412.7
batch1_3,71177260,06/11/2014,,Henry Inc,"Gay, Wilson and Green",422.55,38.41,6,422.55
batch1_3,26871861,05/15/2014,,Johnson Inc,Casey-Osborn,85.76,7.80,1,85.76
batch1_3,68251548,10/07/2019,,Kelly-Freeman,"Peterson, Oconnor and Rodriguez",158.40,14.40,2,158.4
batch1_3,72238973,07/25/2011,,Holt Ltd,"Morris, Robinson and Porter",4532.00,412.00,2,4532.0
batch1_3,45802970,03/30/2021,,Walter-Robbins,"Lopez, Pearson and Garcia",4055.34,368.67,7,4055.34
batch1_3,43846862,01/10/2017,,Phillips PLC,"Elliott, Moreno and Garcia",5 296.43,481.49,7,5296.43
batch1_3,51890008,10/21/2020,,Burke Ltd,Velasquez-Lopez,1516.88,137.90,4,1516.88
batch1_3,14361748,09/09/2018,,"Nelson, Ellis and Gregory","Becker, Day and Macias",412.36,37.49,5,412.36
batch1_3,49740963,08/22/2017,,Flores-Reilly,Moore Ltd,594.52,54.05,7,594.52
batch1_3,10457894,08/21/2012,,Martin LLC,Morgan-Houston,215.04,19.55,3,215.04
batch1_3,15829892,02/01/2021,,"Curtis, Snyder and Cohen",Wyatt-Keith,5 902.45,536.59,6,5902.45
batch1_3,71887110,02/07/2013,,"Baker, Mitchell and Cooper",Adams Group,2 595.99,236.00,3,2595.99
batch1_3,35471025,12/19/2015,,"Nixon, Mclean and Nelson","Garcia, Castro and Smith",5826.92,529.72,7,5826.92
batch1_3,59150399,10/13/2014,,Oliver-Serrano,Silva Inc,139.39,12.67,4,139.39
batch1_3,53181869,05/21/2020,,Sanchez-Williams,Turner-Brown,58 523.19,5 320.29,3,58523.19
batch1_3,66666492,12/05/2017,,Walters-Allen,Hurst LLC,274.18,24.93,4,274.18
batch1_3,72310470,05/10/2019,,Smith-Bennett,Hartman-Cooley,2 376.00,216.00,1,2376.0
batch1_3,78873710,12/14/2015,,Weber-Wagner,"Barry, Patterson and Greer",41306.81,3755.16,4,41306.81
batch1_3,77298183,08/23/2013,,Ward-Day,Bullock-Garza,575.49,52.32,7,575.49
batch1_3,23152691,08/01/2015,,Whitaker Ltd,Stout-Miller,"4 783,70","434,88",7,478370.0
batch1_3,99530936,08/24/2019,,Knight Ltd,Martinez PLC,"5536,20","503,29",3,553620.0
batch1_3,15715972,11/13/2012,,Knox-Snyder,"Wagner, Brown and Moore","7 589,84","689,99",7,758984.0
batch1_3,20813410,08/15/2015,,Patterson-Harris,"Deleon, Molina and Johnson",282.82,28.28,3,282.82
batch1_3,67615206,05/01/2017,,"Cole, Andrade and Horn","Jimenez, Young and Carpenter","3 714,50","337,68",4,371450.0
batch1_3,47156580,11/09/2011,,Berger-Dickerson,Bailey Group,131.98,12.00,1,131.98
batch1_3,38726684,01/01/2012,,"Simmons, Olson and Watson",Smith-Jackson,"999,22","90,84",6,99922.0
batch1_3,58478169,07/04/2016,,Conley Ltd,Wells-Avery,"12 261,98","1 114,73",2,1226198.0
batch1_3,19852419,12/11/2020,,Marsh-Baker,Sanders and Sons,"3 139,95","285,45",4,313995.0
batch1_3,15700884,01/15/2021,,Franklin PLC,Schultz Group,43.96,4.00,1,43.96
batch1_3,56159495,04/01/2012,,Chen-Hartman,Jackson Ltd,4237.17,385.20,6,4237.17
batch1_3,70362207,01/12/2017,,"Rodriguez, Wood and Wright",Patel-Matthews,1963.26,178.48,4,1963.26
batch1_3,22396736,03/09/2012,,Carroll-Cardenas,Smith LLC,"285,95","26,00",2,28595.0
batch1_3,99923268,05/29/2012,,Stone Group,Morrison-Donaldson,"210,80","19,16",7,21080.0
batch1_3,45325258,02/13/2012,,Krueger LLC,Vasquez PLC,"1 821,48","165,59",6,182148.0
batch1_3,36793561,10/29/2012,,"Roberts, Gonzalez and Davis",Young Group,"675,82","61,44",6,67582.0
batch1_3,93697303,03/20/2014,,"Lewis, Morris and Stanley","Cox, Franklin and Wood","768,51","69,86",6,76851.0
batch1_3,80937887,04/27/2017,,"Bradley, Pitts and Johnson","Garrett, Vincent and Glass","14 531,03","1 321,00",3,1453103.0
batch1_3,83684211,06/19/2016,,Lucas Inc,Johnson Inc,101.07,9.19,2,101.07
batch1_3,96051364,04/28/2020,,Jackson Ltd,"Williams, Fowler and Phillips",157 929.37,14 357.22,6,157929.37
batch1_3,67113656,09/07/2015,,Henson-Cross,"Murray, Mckinney and Hayes","4 583,61","416,69",7,458361.0
batch1_3,70235468,08/28/2012,,"Charles, Black and Vasquez","Lang, Davenport and Young",117.70,10.70,2,117.7
batch1_3,87973938,11/19/2015,,"Robinson, Mcclain and Moore",Harrison-Davis,1393.63,126.69,3,1393.63
batch1_3,45483334,10/04/2019,,Davis-Ramirez,Thornton-Henry,"227,96","20,72",5,22796.0
batch1_3,50857048,05/22/2020,,"Mcneil, Munoz and Campbell",Rhodes Inc,64.72,5.88,2,64.72
batch1_3,69990274,07/21/2019,,Spencer-Potter,Salazar Inc,434.42,39.49,2,434.42
batch1_3,18309452,03/01/2016,,Warren-Morris,Hunt-Hernandez,8 470.63,770.06,5,8470.63
batch1_3,36279024,08/18/2014,,"Baker, Michael and Martin",Werner-Castillo,1255.17,114.11,6,1255.17
batch1_3,33784215,03/24/2018,,Hart-Johnson,Martin and Sons,62.46,5.68,4,62.46
batch1_3,57168813,10/01/2017,,"Lee, Young and Krause",Oconnor Inc,19.77,1.80,1,19.77
batch1_3,65917154,03/25/2019,,"Reid, Owens and Miller",Key-Fisher,2850.93,259.18,3,2850.93
batch1_3,39080216,09/26/2017,,Ramirez Ltd,Hawkins-Watts,234.40,21.31,6,234.4
batch1_3,28688861,06/13/2012,,Hall-Johnston,"Walker, Rojas and Wells",2655.37,241.40,6,2655.37
batch1_3,71185820,05/16/2015,,Murray Ltd,Mayer Ltd,"1392,84",126.62,4,139284.0
batch1_3,35515944,08/28/2014,,Schmidt-Alexander,Brown Ltd,1126.13,102.38,1,1126.13
batch1_3,61769801,11/01/2018,,Moses-Blair,"Smith, Martinez and Mitchell",280.50,25.50,2,280.5
batch1_3,59070830,11/25/2020,,"Forbes, Newton and Clayton","Yang, Hicks and Thomas",716.43,65.13,7,716.43
batch1_3,27485789,10/14/2013,,"Lopez, Franklin and Chapman","Lopez, Thompson and Thomas",705.92,64.17,7,705.92
batch1_3,35989405,08/24/2016,,"Dominguez, Lee and Simpson","Scott, Clark and Gonzalez",6 325.00,575.00,1,6325.0
batch1_3,85315696,07/19/2011,,"Johnson, Morales and Logan",Spears-Martinez,174.52,15.87,4,174.52
batch1_3,77310109,12/03/2020,,"Willis, Wilson and Benson",Cole Group,4572.37,415.67,6,4572.37
batch1_3,61268082,10/23/2013,,"Henson, Mccarthy and Hart",Garcia Group,14.00,1.27,1,14.0
batch1_3,76533932,10/29/2016,,Harrell LLC,Houston-Ortiz,"126,23","11,48",1,12623.0
batch1_3,34528548,11/02/2015,,"Garcia, Stewart and Payne",Huerta Ltd,802.73,72.98,2,802.73
batch1_3,65051504,07/15/2014,,Wu-Brock,"Rodriguez, Myers and Robinson",8448.88,768.08,2,8448.88
batch1_3,57468195,12/25/2013,,"Hutchinson, Williams and Wilson",Adams-Campbell,98.58,8.96,5,98.58
batch1_3,73074953,11/10/2015,,Soto-Reynolds,Ferguson-Garcia,34501.86,3136.53,5,34501.86
batch1_3,75959628,12/01/2014,,"Williams, Matthews and Lewis","White, Chase and Gonzalez","107,09","9,74",7,10709.0
batch1_3,93662534,01/11/2014,,Jacobs PLC,Bush and Sons,391.59,35.60,2,391.59
batch1_3,35797032,10/06/2015,,Todd PLC,"Davis, Henderson and Nguyen",940.50,85.50,2,940.5
batch1_3,92242080,02/18/2014,,Hale LLC,Lindsey Ltd,133.23,12.11,7,133.23
batch1_3,30221274,03/05/2021,,Lynch-Coleman,Henry-Malone,1593.58,144.87,7,1593.58
batch1_3,86339764,07/29/2017,,Cruz Ltd,Hunter and Sons,17 820.00,1 620.00,2,17820.0
batch1_3,67856369,05/27/2020,,Pierce PLC,Cochran-Alvarez,4 952.82,450.26,3,4952.82
batch1_3,95537278,11/10/2019,,"Hart, Rios and Williams",Chavez-Wilcox,694.90,63.17,4,694.9
batch1_3,78526775,03/25/2017,,"Arnold, Holder and Armstrong",Durham PLC,816.49,74.23,6,816.49
batch1_3,48682438,03/01/2020,,Williams PLC,Cox Ltd,71.06,6.46,2,71.06
batch1_3,12007995,04/08/2012,,Jones and Sons,"Jenkins, Cobb and Woods",22.00,2.00,1,22.0
batch1_3,88072177,02/08/2019,,White Group,Cruz-Clark,"194,56","17,69",4,19456.0
batch1_3,83239748,08/14/2017,,"Jennings, Delgado and Bell",Clark Ltd,22.00,2.00,1,22.0
batch1_3,43040851,05/30/2019,,Hall Inc,"Spencer, Lopez and Bowers","30 235,98","2 748,73",4,3023598.0
batch1_3,82087318,07/31/2019,,Hughes LLC,Khan LLC,12 119.61,1 101.78,3,12119.61
batch1_3,80028090,11/20/2018,,Shaw-Miller,Burke-Gordon,5899.43,536.31,6,5899.43
batch1_3,11442355,01/31/2017,,"Mcdaniel, Newman and Williams",Williamson and Sons,9.88,0.90,1,9.88
batch1_3,10299181,04/13/2020,,Tran-Dunn,Barber Inc,2858.84,259.89,3,2858.84
batch1_3,61111603,08/08/2012,,Mack-Jones,"Olsen, Williams and Adams",306.44,27.86,7,306.44
batch1_3,60907167,09/02/2013,,Sanchez-Villanueva,Freeman-Taylor,"2 015,04","183,19",5,201504.0
batch1_3,24680775,03/28/2013,,"Jarvis, Soto and Wilkins","Graham, Luna and Greene","61,51","5,59",2,6151.0
batch1_3,25600767,10/07/2014,,"Frank, Blake and Proctor","Alexander, Williams and Walker",327.53,29.78,5,327.53
batch1_3,52301916,10/20/2014,,Rose LLC,Sullivan Ltd,207.53,18.87,3,207.53
batch1_3,12579622,03/09/2013,,Paul LLC,"Sanders, Terry and Johnston","4 207,37","382,49",5,420737.0
batch1_3,29033172,05/03/2021,,"Davis, Leon and Morgan","Olson, Michael and Matthews","321,32","29,21",7,32132.0
batch1_3,51089508,12/30/2018,,"Sullivan, Li and Lindsey","Matthews, Taylor and Robinson","4 254,39","386,76",4,425439.0
batch1_3,44273790,07/02/2013,,"Anderson, Sanchez and Benitez",Allen-Beard,374.00,34.00,1,374.0
batch1_3,51409570,12/29/2018,,Mcguire PLC,"Chase, Mullins and Donaldson",173.80,15.80,2,173.8
batch1_3,83917328,04/23/2015,,"Matthews, Hendricks and Martin","Weaver, Coleman and Wright",142.25,12.93,6,142.25
batch1_3,39623428,11/23/2019,,Rodriguez-Mckinney,Smith-Ross,59.00,5.36,2,59.0
batch1_3,29311476,04/17/2016,,Small-Simpson,"Newman, Elliott and Nelson",196.42,17.86,3,196.42
batch1_3,42535887,09/04/2014,,Williams-Perez,Bean and Sons,879.95,80.00,1,879.95
batch1_3,42266538,10/04/2019,,Haas Group,Washington-Willis,44.85,4.08,1,44.85
batch1_3,15128200,03/28/2013,,Patterson LLC,Dyer-Griffith,57.20,5.20,1,57.2
batch1_3,20701368,02/02/2012,,Hernandez Inc,Marsh PLC,1416.77,128.80,4,1416.77
batch1_3,64690034,09/06/2014,,"Saunders, Snyder and Rivera","Martinez, Ward and Martinez","8 332,50","757,50",1,833250.0
batch1_3,21257968,03/06/2012,,"Williams, Barron and Smith",Smith Inc,2807.08,255.19,5,2807.08
batch1_3,25222301,06/02/2017,,Vargas-Mata,"Moody, Thompson and Evans",18230.85,1657.35,5,18230.85
batch1_3,22749826,02/11/2017,,"Peters, Barnett and Ramos",Russell PLC,165.42,15.04,6,165.42
batch1_3,26925356,01/05/2017,,"Gomez, Sanchez and Flores","Freeman, Williams and Rodriguez",1237.74,112.52,3,1237.74
batch1_3,64103969,11/28/2015,,"Garcia, Powell and Osborne",Le and Sons,169.37,15.40,2,169.37
batch1_3,99749241,05/07/2017,,Wilkinson Group,Brooks Ltd,"35 697,02","3 245,18",5,3569702.0
batch1_3,88741818,08/17/2015,,"Lawson, Martin and Young","Davis, Rodriguez and Williams",3 386.35,307.85,2,3386.35
batch1_3,52093915,08/29/2017,,Cooper Group,West LLC,1 722.39,156.58,5,1722.39
batch1_3,44318912,09/09/2017,,Tapia-Smith,Shaffer LLC,"6 494,81","590,44",3,649481.0
batch1_3,66506031,05/05/2021,,Watson Group,Hill-Dyer,3 003.09,273.01,3,3003.09
batch1_3,61637938,05/10/2014,,"Jones, Robertson and Ramirez","Mcmillan, Hanna and Grant","533,02","48,46",5,53302.0
batch1_3,33815697,09/14/2015,,Obrien LLC,Weaver-Harrington,324.41,29.49,4,324.41
batch1_3,20385371,11/08/2014,,Hess and Sons,Smith-Hobbs,1627.96,148.00,5,1627.96
batch1_3,25988505,03/23/2015,,Clay PLC,Henderson-Stafford,572.00,52.00,1,572.0
batch1_3,59506052,12/24/2018,,Chang-Cruz,Christian-Gardner,5873.90,533.99,7,5873.9
batch1_3,56400315,04/23/2018,,"Butler, Tucker and Hernandez","Bailey, Dodson and Campbell",455.68,41.43,3,455.68
batch1_3,28294642,04/26/2018,,Shah-Hancock,Meyer-Ramirez,"27 515,95","2 501,45",7,2751595.0
batch1_3,32131502,02/26/2019,,"Campbell, Mathis and Johnson","Jimenez, Smith and Lee","6 640,07","603,64",5,664007.0
batch1_3,82339928,12/19/2016,,"Wright, Chung and Mason",Lam-Mccormick,"14 737,18","1 339,74",2,1473718.0
batch1_3,98442092,06/10/2015,,"Hudson, Hinton and Phillips",Castillo-Price,172.71,15.70,7,172.71
batch1_3,76820481,07/08/2016,,Vargas-Hughes,Bradshaw-Wall,117.04,10.64,3,117.04
batch1_3,25681210,08/21/2016,,Ramos Inc,Wilson-Gibson,"54 704,84","4 973,17",6,5470484.0
batch1_3,54445950,05/15/2019,,Coffey Ltd,"Johnston, Crosby and Alexander",53550.75,4868.25,7,53550.75
batch1_3,61067356,03/28/2012,,Rasmussen Ltd,King-Keller,293.40,26.67,1,293.4
batch1_3,29086575,07/08/2020,,"Booth, Weber and Wall",Randolph and Sons,"17 124,42","1 556,77",5,1712442.0
batch1_3,72759914,05/22/2014,,Lowery-Pham,"Fisher, Gonzalez and Burgess",66614.44,6055.86,6,66614.44
batch1_3,71377614,05/25/2018,,Carpenter-Morales,Mathis Ltd,70065.75,6369.61,7,70065.75
batch1_3,91287532,06/22/2016,,Henson Group,Allen-Ward,203.41,18.49,4,203.41
batch1_3,59989382,11/30/2015,,Rosario-Ross,Lawrence PLC,4845.38,440.49,5,4845.38
batch1_3,98151772,09/30/2019,,"Sexton, Rivera and Pineda",Wright-Lopez,188.09,17.10,3,188.09
batch1_3,90508672,04/16/2020,,Stone-Waller,Shaw Group,7052.49,641.14,5,7052.49
batch1_3,14693250,07/17/2019,,Rodriguez-Nichols,Bailey LLC,255.31,25.53,7,255.31
batch1_3,23004223,03/05/2020,,"Jimenez, Hicks and Bailey",Gomez Ltd,450.54,40.96,7,450.54
batch1_3,17887323,02/09/2018,,Guerra PLC,Smith Inc,"7 098,43","645,31",2,709843.0
batch1_3,82200633,04/05/2019,,Price-Booker,Campbell PLC,547.76,49.80,4,547.76
batch1_3,60860535,09/14/2015,,"Shields, Copeland and Gallegos",Lamb Group,153.97,14.00,2,153.97
batch1_3,16253735,09/28/2014,,"Powell, Baker and Mills",Grant PLC,"6 214,89",564.99,3,621489.0
batch1_3,77145709,01/18/2019,,"Farley, Hayes and Cooper",Benton Inc,913.45,83.04,7,913.45
batch1_3,61852578,07/05/2011,,Foley-Alexander,"Smith, Lyons and White",1055.99,96.00,3,1055.99
batch1_3,66585788,03/18/2012,,"Andersen, Wilkinson and Robles",Martinez-Bennett,1128.35,102.58,4,1128.35
batch1_3,92321765,11/19/2016,,Clark-Osborn,Perry and Sons,"789,20","71,75",4,78920.0
batch1_3,25784321,04/08/2021,,"Mercer, Castro and Sanchez","Chavez, Allison and Evans","5 536,89","503,35",5,553689.0
batch1_3,52998962,03/29/2020,,Gutierrez-Long,Mccarty-Hoffman,712.45,64.77,6,712.45
batch1_3,47291856,04/26/2018,,"Williams, May and Wilson","Lewis, Hale and Dickerson",50.85,4.62,2,50.85
batch1_3,99004300,09/17/2012,,Miles Ltd,Davis and Sons,7 425.00,675.00,2,7425.0
batch1_3,12920327,08/28/2014,,Thomas-Woods,Weber Inc,2 529.57,229.96,3,2529.57
batch1_3,96272374,05/22/2019,,Murphy Inc,"Higgins, Alvarez and Berry",474.02,43.09,6,474.02
batch1_3,69816333,07/07/2014,,Mclaughlin-Mendoza,"Huff, Colon and Lang",198.00,18.00,2,198.0
batch1_3,28608590,07/05/2013,,Smith LLC,Cervantes and Sons,11 021.86,1 001.99,3,11021.86
batch1_3,68593869,12/24/2017,,Horne LLC,"Patel, Johnson and Williams",162.35,14.76,4,162.35
batch1_3,22765594,04/11/2018,,"Villa, Smith and Clark","Hernandez, Lindsey and Anderson","397,29","36,12",5,39729.0
batch1_3,15523094,04/06/2018,,"Garcia, Anderson and Short","Ryan, Velasquez and Dunn",1 966.71,178.79,4,1966.71
batch1_3,52060328,10/11/2019,,Johnson-Cain,"West, Cooper and Welch","177,10","16,10",2,17710.0
batch1_3,91300640,01/07/2015,,"Scott, Lawrence and Solis","Arnold, Mccall and Briggs",3 827.98,348.00,2,3827.98
batch1_3,47567823,03/23/2019,,Brown-Foster,Thomas PLC,87.07,7.92,1,87.07
batch1_3,34218641,02/25/2017,,Ferguson LLC,Reynolds-Mccoy,230.63,20.97,4,230.63
batch1_3,89909949,01/04/2017,,"Williams, Stewart and Ward",Bullock-Terry,269.96,24.54,5,269.96
batch1_3,78493177,09/01/2013,,"Johnson, Patterson and Tate",Stein PLC,362.03,32.91,5,362.03
batch1_3,65129596,09/12/2017,,Lyons LLC,Mccormick-Williams,292.03,26.55,5,292.03
batch1_3,97675851,05/25/2016,,Baird PLC,"Smith, Reynolds and Dunn",154.74,14.07,7,154.74
batch1_3,33587413,11/23/2018,,Miller Group,"Edwards, King and Oliver","45 653,41","4 150,31",3,4565341.0
batch1_3,97154949,12/27/2015,,Vargas-York,"Barber, Arnold and Patton",1512.48,137.50,2,1512.48
batch1_3,64480147,04/09/2012,,Byrd Group,"Leonard, Torres and Sutton","3 046,86","276,99",6,304686.0
batch1_3,11844533,01/28/2013,,Sanders-Evans,Morse and Sons,238.11,21.65,4,238.11
batch1_3,72415673,10/29/2011,,Moore and Sons,"Serrano, Willis and Ellison","61 568,50","5 597,14",7,6156850.0
batch1_3,15005739,04/19/2012,,"Keller, Collins and Wells",Long Group,"63 240,53",10%,7,6324053.0
batch1_3,51783813,01/26/2017,,Johnson-Evans,Marshall-Flores,904.66,82.24,7,904.66
batch1_3,84597526,01/22/2013,,"May, Jones and Diaz",Villanueva-White,1116.62,101.51,5,1116.62
batch1_3,22488149,12/29/2020,,Drake Group,"Strickland, Ferguson and Ellis",2953.35,268.49,6,2953.35
batch1_3,22007301,06/25/2017,,"Ellis, Hall and Lamb",Crawford Group,29325.79,2665.98,7,29325.79
batch1_3,67156751,07/31/2011,,Little PLC,"Moreno, Montoya and Washington",270.64,24.60,4,270.64
batch1_3,44897195,09/04/2018,,"Williams, Chandler and Romero","Rodriguez, Fleming and Flores",19.22,1.75,2,19.22
batch1_3,52661039,06/27/2017,,"Ortiz, Alvarez and Davis",Castro-Medina,546.16,49.65,3,546.16
batch1_3,47990906,12/13/2015,,Reynolds PLC,Garcia-Thompson,362.42,32.95,6,362.42
batch1_3,93035437,07/23/2017,,Barber LLC,Matthews-Bautista,"44 262,48","4 023,86",6,4426248.0
batch1_3,85335509,06/09/2011,,Frank-Guerrero,Allen Ltd,"5345,89","485,99",4,534589.0
batch1_3,98919360,04/24/2021,,"Gonzales, Rodgers and Sanchez","Wright, Yang and Riddle",192.50,17.50,2,192.5
batch1_3,14875723,04/11/2014,,Gray Inc,Perkins LLC,"26 591,16","2 417,38",4,2659116.0
batch1_3,25388424,12/31/2014,,"Ryan, Carey and Gardner",Chen Inc,461.26,41.93,6,461.26
batch1_3,70722751,11/29/2018,,Hall Ltd,Love Inc,59.32,5.39,2,59.32
batch1_3,82308284,04/23/2013,,Sullivan-Burns,"Clay, Cook and Nichols",478.68,43.52,5,478.68
batch1_3,68106191,07/05/2019,,"Mullins, Scott and Mclaughlin","Johnson, White and Lee","105,94","9,63",4,10594.0
batch1_3,18393770,07/16/2013,,Taylor-Davis,Gonzalez Inc,4334.11,394.01,6,4334.11
batch1_3,78265258,09/26/2016,,Duran-Cole,Patel Group,228.71,20.79,4,228.71
batch1_3,92627663,05/12/2018,,Solis Group,"Nguyen, Ray and Allen","23 454,63","2 132,24",7,2345463.0
batch1_3,36526167,01/05/2013,,Roy and Sons,"Mahoney, Bird and Gonzalez",148.19,13.47,4,148.19
batch1_3,58303988,08/20/2016,,Deleon and Sons,Howard-Mueller,39935.77,3630.52,7,39935.77
batch1_3,79709420,02/18/2018,,Foster-Fowler,"Santana, Lloyd and Cook","6 645,73","604,16",7,664573.0
batch1_3,66020741,10/11/2014,,"Gonzales, Kelly and Berry",Mcdonald PLC,44.00,4.00,1,44.0
batch1_3,42781500,01/19/2015,,Parker LLC,"Taylor, Keller and Nichols",53572.82,4870.26,7,53572.82
batch1_3,75073339,04/24/2013,,Miller-Terry,Stout LLC,"19 709,80","1 791,80",3,1970980.0
batch1_3,74178352,09/03/2014,,"Morgan, Moss and Bush",Robinson-Martin,760.48,69.13,6,760.48
batch1_3,56731210,10/25/2011,,"Crawford, Moore and Romero",Andrade and Sons,665.43,60.49,7,665.43
batch1_3,57567230,02/20/2020,,Andrade Inc,Benson and Sons,1 980.00,180.00,1,1980.0
batch1_3,93799370,06/28/2016,,Park PLC,Perry-Delgado,522.61,47.51,5,522.61
batch1_3,52064971,07/26/2017,,Ward-Buchanan,Burke Inc,20 437.73,1 857.98,3,20437.73
batch1_3,53391878,09/06/2017,,Turner-Thompson,"Conner, Price and Melendez","1 113,15","101,20",4,111315.0
batch1_3,56414170,12/17/2016,,Espinoza Group,Rice-Ruiz,"295,55","26,87",5,29555.0
